1, -5305983, -5730637, -6251910
2, -5129342, -5905740, -24585087
3, -5119352, -5635147, -6202008
4, -5119352, -5713518, -6233710
5, -5119352, -5856822, -24074210
6, -5119352, -5671521, -6322419
7, -5102561, -5667834, -6335679
8, -5102561, -5669946, -6437760
9, -5066815, -5702537, -6268580
10, -5066815, -5665747, -6299925
11, -5066815, -5676979, -6310412
12, -5016304, -5684711, -6343799
13, -5016304, -5673895, -6257026
14, -5016304, -5670322, -6257883
15, -5016304, -5667081, -6411406
16, -5016304, -5708658, -6291815
17, -5016304, -5692048, -6319874
18, -5016304, -5689348, -6450344
19, -5016304, -5685969, -6349286
20, -5010675, -5666097, -6374764
21, -5010675, -5711144, -6225921
22, -5010675, -5683767, -6275662
23, -5010675, -5705843, -6580275
24, -5010675, -5859656, -24446542
25, -5010675, -5694524, -6157860
26, -5010675, -5646072, -6338539
27, -5010675, -5650053, -6338756
28, -5010675, -5694363, -6254981
29, -5010675, -5681935, -6254636
30, -5010675, -5660264, -6188351
31, -5010675, -5701003, -6346744
32, -5010675, -5664240, -6150942
33, -5010675, -5668953, -6372624
34, -5010675, -5697889, -6287990
35, -5010675, -5694652, -6425934
36, -5010675, -5663136, -6317033
37, -5010675, -5651592, -6342634
38, -5010675, -5843273, -24829445
39, -4913320, -5687953, -6272573
40, -4913320, -5666899, -6531449
41, -4913320, -5689632, -6327877
42, -4913320, -5827339, -23163784
43, -4913320, -5850065, -24399677
44, -4913320, -5676857, -6208334
45, -4913320, -5672659, -6146581
46, -4913320, -5829092, -22600665
47, -4913320, -5653570, -6334029
48, -4913320, -5664798, -6280665
49, -4913320, -5696264, -6359200
50, -4913320, -5653415, -6510010
51, -4913320, -5643021, -6512201
52, -4913320, -5664834, -6214757
53, -4913320, -5782405, -22944932
54, -4913320, -5669915, -6255119
55, -4913320, -5719622, -6381784
56, -4759329, -5664031, -6376352
57, -4759329, -5634461, -6402318
58, -4759329, -5668195, -6289001
59, -4759329, -5627602, -6335677
60, -4759329, -5656620, -6247618
61, -4759329, -5631712, -6418605
62, -4759329, -5663882, -6469754
63, -4759329, -5674269, -6460400
64, -4759329, -5651023, -6240550
65, -4759329, -5633892, -6318976
66, -4759329, -5683621, -6354786
67, -4759329, -5684383, -6222478
68, -4759329, -5620747, -6184091
69, -4759329, -5646812, -6247119
70, -4759329, -5640762, -6285805
71, -4759329, -5673583, -6367177
72, -4759329, -5651000, -6330171
73, -4759329, -5618032, -6315530
74, -4705291, -5621443, -6479316
75, -4705291, -5636016, -6216161
76, -4705291, -5602221, -6211117
77, -4705291, -5597373, -6363998
78, -4705291, -5654684, -6258334
79, -4705291, -5647875, -6294235
80, -4705291, -5634211, -6195535
81, -4705291, -5571294, -6358925
82, -4705291, -5602615, -6198324
83, -4705291, -5674499, -6472635
84, -4705291, -5656815, -6287038
85, -4705291, -5602549, -6196984
86, -4705291, -5606186, -6338019
87, -4705291, -5611901, -6359568
88, -4705291, -5615551, -6100827
89, -4705291, -5616278, -6289708
90, -4705291, -5665787, -6375344
91, -4705291, -5618911, -6315846
92, -4705291, -5637451, -6249388
93, -4705291, -5601704, -6279870
94, -4705291, -5798691, -24042762
95, -4705291, -5631481, -6225227
96, -4705291, -5623818, -6432740
97, -4705291, -5635315, -6282473
98, -4705291, -5659067, -6342394
99, -4705291, -5633298, -6197141
100, -4705291, -5654887, -6313493
