1, -1738999, -1913046, -2030013
2, -1738999, -1901475, -2033016
3, -1738999, -1891529, -2017294
4, -1715248, -1886038, -2031435
5, -1715248, -1880788, -2019474
6, -1715248, -1870737, -2023418
7, -1699447, -1869093, -2038845
8, -1699447, -1863418, -2012233
9, -1698342, -1875718, -5428045
10, -1698342, -1858111, -1996957
11, -1698342, -1872539, -5356205
12, -1698342, -1856029, -2002134
13, -1679982, -1854077, -2053601
14, -1676900, -1851087, -2019511
15, -1659756, -1853533, -2049423
16, -1627998, -1848794, -2006369
17, -1627998, -1848451, -2005873
18, -1627998, -1852465, -2021731
19, -1627998, -1847754, -2040875
20, -1627998, -1837359, -2018704
21, -1609354, -1836295, -2035890
22, -1607305, -1829370, -2055623
23, -1607305, -1824856, -2036410
24, -1588226, -1820946, -2062635
25, -1561262, -1820155, -2070359
26, -1561262, -1825719, -2023986
27, -1561262, -1834810, -4786357
28, -1561262, -1819696, -2025371
29, -1546243, -1812390, -2022372
30, -1523589, -1807276, -2048401
31, -1523589, -1812969, -5383890
32, -1508915, -1814007, -5436700
33, -1487488, -1795690, -2008041
34, -1487488, -1797760, -2006552
35, -1487488, -1833251, -5455216
36, -1471133, -1805132, -2038285
37, -1471133, -1800043, -2027746
38, -1470236, -1812901, -5520904
39, -1465747, -1784263, -2030214
40, -1465747, -1802338, -5496240
41, -1465747, -1798874, -5267056
42, -1461040, -1785027, -2079302
43, -1461040, -1771508, -2043783
44, -1442451, -1764359, -2013737
45, -1442309, -1759655, -2027233
46, -1442309, -1775878, -5513405
47, -1417962, -1757820, -2016702
48, -1417962, -1780067, -2028126
49, -1417962, -1787059, -5239707
50, -1417962, -1763545, -2008366
51, -1417539, -1770781, -2019873
52, -1417539, -1777120, -4349440
53, -1411551, -1759973, -2029429
54, -1386893, -1746995, -2052978
55, -1386893, -1767811, -4360032
56, -1386893, -1759250, -2009290
57, -1386893, -1751957, -2034174
58, -1382361, -1753548, -2046266
59, -1382361, -1759372, -4068461
60, -1376530, -1746221, -5400054
61, -1362730, -1725806, -2039212
