1, -2101978, -2227912, -2351862
2, -2070787, -2210650, -2372286
3, -2036456, -2296819, -11431261
4, -2032583, -2291472, -11150953
5, -2004376, -2199871, -2323093
6, -2004376, -2187685, -2351203
7, -2004376, -2186659, -2353567
8, -1947424, -2187853, -2388896
9, -1947424, -2198265, -2376275
10, -1947424, -2201389, -2371610
11, -1947424, -2194040, -2341202
12, -1947424, -2189422, -2370224
13, -1947424, -2191287, -2364290
14, -1947424, -2290211, -11693182
15, -1947424, -2182921, -2348087
16, -1947424, -2181135, -2382703
17, -1947424, -2179161, -2368302
18, -1947424, -2181248, -2345105
19, -1947424, -2283242, -11418037
20, -1943825, -2166739, -2382785
21, -1943825, -2166333, -2339789
22, -1914403, -2175517, -2376501
23, -1914403, -2160256, -2374161
24, -1913039, -2260201, -12050176
25, -1913039, -2163312, -2390787
26, -1913039, -2171379, -2351172
27, -1911074, -2178374, -2417481
28, -1887987, -2170944, -2375896
29, -1887987, -2185452, -2365775
30, -1887987, -2178013, -2356882
31, -1871862, -2170988, -2353190
32, -1867850, -2171145, -2365536
33, -1865493, -2166573, -2368943
34, -1865493, -2168846, -2365345
35, -1828019, -2157398, -2360389
36, -1828019, -2264923, -11578056
37, -1828019, -2159685, -2391448
38, -1828019, -2146878, -2332949
39, -1828019, -2151639, -2369934
40, -1828019, -2151909, -2367835
41, -1828019, -2144666, -2315032
42, -1828019, -2146633, -2346349
43, -1828019, -2136351, -2320276
44, -1825387, -2150041, -2355144
45, -1811715, -2145854, -2368902
46, -1811715, -2215484, -9810088
47, -1811715, -2224641, -11673248
48, -1811715, -2143994, -2359087
49, -1810383, -2149256, -2382515
50, -1810383, -2150927, -2362570
51, -1809929, -2139874, -2341224
52, -1809929, -2139264, -2376701
53, -1809929, -2233694, -11462077
54, -1801085, -2156038, -2354216
55, -1801085, -2149590, -2342880
56, -1801085, -2138902, -2350071
57, -1801085, -2133453, -2360569
58, -1792530, -2137038, -2388751
59, -1790338, -2136423, -2336601
60, -1790338, -2146599, -2362749
61, -1790338, -2141962, -2393664
62, -1790338, -2138395, -2327863
63, -1790338, -2131933, -2335307
64, -1790338, -2149681, -2364654
65, -1790338, -2153893, -2364697
66, -1790338, -2138707, -2321116
67, -1779106, -2226242, -11204646
68, -1779106, -2136833, -2330068
69, -1776450, -2134159, -2379632
70, -1776450, -2140378, -2399807
71, -1776022, -2144788, -2370910
72, -1776022, -2140413, -2385848
73, -1768788, -2233073, -11724596
74, -1768788, -2236985, -11229456
75, -1768788, -2286775, -9343603
76, -1768788, -2166366, -2341328
77, -1768788, -2129701, -2330170
78, -1745033, -2139220, -2352884
79, -1745033, -2122157, -2353330
80, -1745033, -2137469, -2353704
81, -1745033, -2129796, -2354133
82, -1745033, -2122292, -2330700
83, -1745033, -2199719, -9347427
84, -1745033, -2126975, -2351036
85, -1745033, -2130966, -2422811
86, -1745033, -2141860, -2362670
87, -1745033, -2153243, -2369484
88, -1745033, -2121285, -2379726
89, -1745033, -2126984, -2399584
90, -1745033, -2145004, -2418402
91, -1745033, -2116293, -2351483
92, -1745033, -2122332, -2319665
93, -1745033, -2154815, -2380944
94, -1745033, -2141793, -2370301
95, -1745033, -2138375, -2330037
96, -1745033, -2149427, -2389495
97, -1745033, -2150306, -2361253
98, -1745033, -2141356, -2338970
99, -1744360, -2142843, -2369640
100, -1744360, -2130216, -2350926
