1, -5244469, -5795179, -6367243
2, -5244469, -5749998, -6221188
3, -5219930, -5712342, -6256446
4, -5181927, -5687100, -6417365
5, -5174504, -5681843, -6170519
6, -5174504, -5897827, -23932500
7, -5174504, -5635281, -6260163
8, -5154895, -5655398, -6255017
9, -5154895, -5681341, -6241217
10, -5154895, -5680019, -6312561
11, -5154895, -5656294, -6317503
12, -5154895, -5666076, -6366479
13, -5154895, -5718173, -6237430
14, -5154895, -5716564, -6192665
15, -5154895, -5710843, -6335411
16, -5154895, -5684876, -6347707
17, -5126946, -5656526, -6432318
18, -4764916, -5662917, -6342710
19, -4761268, -5696376, -6508136
20, -4761268, -5857307, -23956680
21, -4761053, -5648792, -6184491
22, -4761053, -5668588, -6284739
23, -4761053, -5674025, -6439646
24, -4693276, -5665306, -6424810
25, -4693276, -5804554, -23999819
26, -4693276, -5637717, -6414346
27, -4693276, -5604863, -6279478
28, -4693276, -5615204, -6344703
29, -4693276, -5593441, -6252309
30, -4653115, -5579000, -6311849
31, -4653115, -5566438, -6242937
32, -4653115, -5599175, -6194542
33, -4653115, -5569823, -6172855
34, -4637768, -5557857, -6304641
35, -4621135, -5561120, -6228498
36, -4621135, -5602685, -6374915
37, -4621135, -5574032, -6353815
38, -4621135, -5584083, -6263860
39, -4621135, -5608640, -6241347
40, -4621135, -5632831, -6306259
41, -4621135, -5580861, -6505060
42, -4617016, -5730704, -21505072
43, -4617016, -5571092, -6299203
44, -4617016, -5541842, -6193366
45, -4612018, -5559829, -6204530
46, -4612018, -5721853, -21570630
47, -4612018, -5537499, -6073448
48, -4601058, -5569174, -6515966
49, -4601058, -5586845, -6344706
50, -4589401, -5580939, -6296049
51, -4589401, -5529909, -6262735
52, -4589401, -5566206, -6357657
53, -4589401, -5536841, -6333785
54, -4517496, -5618379, -6333305
55, -4517496, -5525631, -6163521
56, -4517496, -5566373, -6313231
57, -4517496, -5555377, -6226566
58, -4517496, -5527490, -6202565
59, -4517496, -5685174, -21373192
60, -4517496, -5514831, -6173458
61, -4517486, -5541490, -6377489
62, -4517486, -5513824, -6322921
63, -4451095, -5530083, -6240034
64, -4451095, -5522310, -6457091
65, -4451095, -5475939, -6250625
66, -4451095, -5682422, -21348009
67, -4451095, -5519989, -6323546
68, -4451095, -5485422, -6379803
69, -4451095, -5544310, -6182639
70, -4421450, -5528374, -6299307
71, -4421450, -5498007, -6180274
72, -4421450, -5467767, -6335466
73, -4421450, -5500699, -6306560
74, -4392817, -5538318, -6291982
75, -4392817, -5499514, -6471996
76, -4392817, -5538228, -6269563
77, -4392817, -5500823, -6299975
78, -4392817, -5521068, -6228364
79, -4392817, -5536763, -6382747
80, -4392817, -5557275, -6224100
81, -4392817, -5501496, -6128243
82, -4392817, -5698792, -24509358
83, -4392817, -5683847, -20945892
84, -4392817, -5515617, -6264505
85, -4392817, -5569616, -6429720
86, -4392817, -5491705, -6394312
87, -4392817, -5457913, -6241833
88, -4379865, -5500703, -6273772
89, -4379865, -5544062, -6357197
90, -4375094, -5554705, -6584020
91, -4375094, -5503797, -6179193
92, -4375094, -5697716, -24398596
93, -4372682, -5484527, -6240415
94, -4372682, -5391556, -6174732
95, -4371326, -5469802, -6308575
96, -4371326, -5493147, -6617994
97, -4366260, -5673192, -24548514
98, -4366260, -5472831, -6403204
99, -4344588, -5478438, -6200410
100, -4344588, -5508649, -6248541
